iter	RMSE
421	0.1360643297
422	0.1359831136
423	0.1359053963
424	0.1358674117
425	0.1358007057
426	0.1357744786
427	0.1357583629
428	0.1357054912
429	0.1356637048
430	0.1356214946
431	0.1355518461
432	0.1354939559
433	0.1354263356
434	0.1353716885
435	0.1353361527
436	0.1352922121
437	0.1352267022
438	0.1351661541
439	0.1351006
440	0.1350451844
441	0.1349938129
442	0.1349694624
443	0.1348952061
444	0.1348356577
445	0.1347784638
446	0.1347049487
447	0.1346440993
448	0.1345711608
449	0.1345026062
450	0.134425368
451	0.1343909615
452	0.1343172321
453	0.1342998879
454	0.1342468631
455	0.134191641
456	0.1341197355
457	0.1340752647
458	0.134030571
459	0.1339861131
460	0.1339552443
461	0.1338676823
462	0.1338406317
463	0.1337634053
464	0.1337022964
465	0.1336270183
466	0.1335607741
467	0.1335108184
468	0.133472322
469	0.1334185333
470	0.1333601058
471	0.1332970952
472	0.1332193683
473	0.1331802508
474	0.1331030966
475	0.133025601
476	0.1329875033
477	0.1329459947
478	0.1328987708
479	0.1328369738
480	0.1327709249
481	0.1326897755
482	0.1326430821
483	0.132574907
484	0.1325091895
485	0.1324465345
486	0.1323756658
487	0.132306243
488	0.1322389203
489	0.1322120756
490	0.1321036004
491	0.1320260061
492	0.1319536019
493	0.1318673136
494	0.1318398719
495	0.1317681885
496	0.131719136
497	0.1316529315
498	0.131607545
499	0.131532215
500	0.1314599816
501	0.1314248859
502	0.1313684962
503	0.1313339449
504	0.1312718704
505	0.1312286784
506	0.1311709724
507	0.1311112319
508	0.1310300727
509	0.1310273983
510	0.1309856921
511	0.1309211799
512	0.130867875
513	0.1308170068
514	0.1307420382
515	0.1306951405
516	0.1306271972
517	0.1305578091
518	0.1305039221
519	0.1304481888
520	0.1303874375
521	0.1303502187
522	0.1302905557
523	0.1302241496
524	0.1301770414
525	0.1301362478
526	0.1300879446
527	0.1300280434
528	0.1299828664
529	0.1298970916
530	0.129853165
531	0.1297899909
532	0.1297239644
533	0.129685427
534	0.1296327515
535	0.1295766011
536	0.1295131463
537	0.1294277788
538	0.1293724353
539	0.1293228478
540	0.1292529507
541	0.1291856487
542	0.1291404284
543	0.1290644034
544	0.1289847655
545	0.1289516997
546	0.1288996051
547	0.1288446653
548	0.1288057155
549	0.1287833998
550	0.1286933521
551	0.1286513435
552	0.1285550069
553	0.1285104508
554	0.1284664158
555	0.1284126713
556	0.1283610009
557	0.128312672
558	0.1282212433
559	0.128181253
560	0.1280924562
561	0.1280550857
562	0.1280162859
563	0.1279735277
564	0.1279393656
565	0.1278705642
566	0.1278272519
567	0.1277615202
568	0.1277140543
569	0.1276683381
570	0.1276162339
571	0.1275660455
572	0.1275092699
573	0.1274391323
574	0.1273886365
575	0.1273597136
576	0.1273150632
577	0.1272736533
578	0.1272378374
579	0.1271566875
580	0.1271292812
581	0.1271044447
582	0.1270456651
583	0.1269692439
584	0.1269308738
585	0.1268812046
586	0.1268592605
587	0.1267742421
588	0.1267420996
589	0.1266679668
590	0.1266048
591	0.1265456983
592	0.1265133312
593	0.1264305472
594	0.1263729136
595	0.1263157369
596	0.1262551201
597	0.1262527201
598	0.1262100597
599	0.1261518975
600	0.1261026413
601	0.1260674173
602	0.126036306
603	0.1260221347
604	0.1259646408
605	0.1258953581
606	0.1258494551
607	0.125844431
608	0.1257951233
609	0.1257258455
610	0.1256430289
611	0.1256040064
612	0.125526039
613	0.1254690762
614	0.1254140577
615	0.1253842009
616	0.1253387535
617	0.1253121321
618	0.1252175922
619	0.125190359
620	0.1251561323
621	0.1251177088
622	0.1250466731
623	0.1250102063
624	0.1249505966
625	0.1248901332
626	0.1248597316
627	0.1248318566
628	0.1247917429
629	0.1247544704
630	0.1247024177
631	0.124668335
632	0.1246102674
633	0.1245693347
634	0.124526811
635	0.1244842449
636	0.1244244915
637	0.1243421628
638	0.1242947858
639	0.1242306581
640	0.1241457368
641	0.1240789849
642	0.1240184438
643	0.1239968242
644	0.1239525458
645	0.1239049629
646	0.1238151992
647	0.1237804263
648	0.1237560573
649	0.1236948064
650	0.1236083546
651	0.1235490971
652	0.1235058388
653	0.1234658323
654	0.123397115
655	0.1233397346
656	0.123287733
657	0.1232592826
658	0.123220819
659	0.1231831656
660	0.1231308041
661	0.1230708325
662	0.1230107315
663	0.122976501
664	0.1229245343
665	0.1228793633
666	0.122861715
667	0.1228097404
668	0.122749537
669	0.1226784727
670	0.1226467969
671	0.1226299541
672	0.1225960567
673	0.1225583018
674	0.1225258327
675	0.1225235129
676	0.122448394
677	0.122385367
678	0.1223203702
679	0.1222636243
680	0.1222318669
681	0.122194276
682	0.1221544992
683	0.1221025411
684	0.1220518534
685	0.1220433382
686	0.1220004686
687	0.1219394865
688	0.1219353978
689	0.1218812688
690	0.1218159659
691	0.1217896725
692	0.1217371471
693	0.1216869978
694	0.1216562427
695	0.1216068371
696	0.1215760316
697	0.1215085372
698	0.1214543744
699	0.1213792439
700	0.1213348773
701	0.1213207182
702	0.1212827919
703	0.1212268277
704	0.1211825073
705	0.1211557237
706	0.1210969192
707	0.1210634825
708	0.1210232009
709	0.1209952246
710	0.1209226264
711	0.1208684461
712	0.120830523
713	0.1208143153
714	0.1207771866
715	0.1207230355
716	0.1206529753
717	0.1206202598
718	0.120569976
719	0.1205236667
720	0.1204715454
721	0.1204117153
722	0.1203775371
723	0.1202971544
724	0.1202564415
725	0.1202172705
726	0.1201850938
727	0.120103599
728	0.1200313513
729	0.1199709241
730	0.1199311626
731	0.1198963467
732	0.1198602429
733	0.1198238476
734	0.1197758664
735	0.1197041627
736	0.1196723291
737	0.1196298643
738	0.1195951717
739	0.1195416946
740	0.1195034026
741	0.1194643268
742	0.119423385
743	0.1193760979
744	0.1193255792
745	0.1192759278
746	0.1192331207
747	0.1191859735
748	0.1191507092
749	0.1191224824
750	0.1190590813
751	0.1190194186
752	0.1189832528
753	0.1189298614
754	0.1189000051
755	0.1188475963
756	0.1188159183
757	0.1187660472
758	0.1187436179
759	0.1187087599
760	0.1186414251
761	0.1186056086
762	0.1185444076
763	0.1185114866
764	0.1184780744
765	0.1184277773
766	0.1184080616
767	0.1183617549
768	0.1183279771
769	0.118288195
770	0.118251448
771	0.1182380865
772	0.1181946487
773	0.118164801
774	0.1181152142
775	0.1180652949
776	0.1180344066
777	0.1179660389
778	0.117930037
779	0.1178902963
780	0.1178201545
781	0.1177660829
782	0.117710612
783	0.1176668321
784	0.1176265232
785	0.1176060911
786	0.1175630618
787	0.1175291695
788	0.1174949785
789	0.1174571973
790	0.1173890937
791	0.1173391191
792	0.117304532
793	0.1172408198
794	0.1172000931
795	0.1171614255
796	0.1171246193
797	0.1170713291
798	0.1170198638
799	0.1169936094
800	0.1169660003
801	0.1169205636
802	0.1168468683
803	0.1168041127
804	0.116760564
805	0.1167235083
806	0.1166664217
807	0.1166219726
808	0.116579905
809	0.1165249483
810	0.1165201723
811	0.1164758951
812	0.1164441198
813	0.1164117359
814	0.1163916439
815	0.1163584545
816	0.116342805
817	0.1163030552
818	0.1162670059
819	0.1162284204
820	0.1162178936
821	0.1161586185
822	0.1161190448
823	0.1160879955
824	0.1160448756
825	0.1160122829
826	0.1159839557
827	0.1159514395
828	0.1159131523
829	0.1158611701
830	0.1158384834
831	0.1157831347
832	0.1157372771
833	0.1157067014
834	0.1156499011
835	0.1156166891
836	0.1155634675
837	0.1155059906
838	0.1154669972
839	0.1154577024
840	0.1154145652
841	0.1153622795
842	0.1153246096
843	0.1152693187
844	0.115217776
845	0.1151910255
846	0.1151435982
847	0.1151181045
848	0.1150769539
849	0.1150310221
850	0.1149859086
851	0.11493667
852	0.1149083718
853	0.1148757306
854	0.1148556894
855	0.1148028287
856	0.1147726394
857	0.1147266989
858	0.1147022549
859	0.1146620717
860	0.1146275194
861	0.1146036845
862	0.1145664773
863	0.1145321263
864	0.1144925908
865	0.1144377884
866	0.1143905784
867	0.1143274115
868	0.1142954426
869	0.1142619351
870	0.1142365773
871	0.1142040569
872	0.1141691638
873	0.114137205
874	0.1141014847
875	0.1140559807
876	0.1140193263
877	0.1139671197
878	0.1139398248
879	0.1139045961
880	0.1138684532
881	0.1138354061
882	0.1138028922
883	0.1137624685
